premise;hypothesis;result;worker_id
— Ничего, — сказала она, — ничего. Правда. Ты думал, я тебе соврала?;Я тебе соврала.;neutral3;a7adc9e0a778f1ea4ab5037920ce5ef1
— Ничего, — сказала она, — ничего. Правда. Ты думал, я тебе соврала?;Я тебе соврала.;entailment6;2cd15054b85d6058a7df461070e30011
Сначала все шло хорошо, но, узнав о его национальности, его кандидатуру отключили без разговоров и категорически. Интересно: я думал, что это уже схлынуло. Сам он знает о гонении на евреев, говорит, что очень не любит свой народ и очень уважает русских.;Он очень не любит свой народ и очень уважает русских.;entailment6;f7379116702fdc6d1736296516a40609
Сначала все шло хорошо, но, узнав о его национальности, его кандидатуру отключили без разговоров и категорически. Интересно: я думал, что это уже схлынуло. Сам он знает о гонении на евреев, говорит, что очень не любит свой народ и очень уважает русских.;Он очень не любит свой народ и очень уважает русских.;entailment;a769d7c988a3d2f37a98035485f9c1ce
Сначала все шло хорошо, но, узнав о его национальности, его кандидатуру отключили без разговоров и категорически. Интересно: я думал, что это уже схлынуло. Сам он знает о гонении на евреев, говорит, что очень не любит свой народ и очень уважает русских.;Он очень не любит свой народ и очень уважает русских.;entailment;8eed0739c41e161644c5524dd4b357f1
Поверите, он даже спирт жрет! Все у него, сволочи, идет в дело. Он, таракан, считает, что для него госпиталь построен.;Госпиталь построен для таракана.;neutral;f2ca3d107543223122d74437faf968dd
Поверите, он даже спирт жрет! Все у него, сволочи, идет в дело. Он, таракан, считает, что для него госпиталь построен.;Госпиталь построен для таракана.;contradiction;02d6fa6061fe04844f10069385ce7f3d
Поверите, он даже спирт жрет! Все у него, сволочи, идет в дело. Он, таракан, считает, что для него госпиталь построен.;Госпиталь построен для таракана.;entailment;f59392294b4d63a5393ab0eeff1e89af
"Там отмечается, что сейчас нужно искать выход, чтобы прервать эту дурную бесконечность. ""Все это может закончиться большой кровью. Думаем, вы понимаете это не хуже нас!""";Сейчас нужно искать выход, чтобы прервать эту дурную бесконечность .;neutral;f2ca3d107543223122d74437faf968dd
"Там отмечается, что сейчас нужно искать выход, чтобы прервать эту дурную бесконечность. ""Все это может закончиться большой кровью. Думаем, вы понимаете это не хуже нас!""";Сейчас нужно искать выход, чтобы прервать эту дурную бесконечность .;neutral;a7adc9e0a778f1ea4ab5037920ce5ef1
"Там отмечается, что сейчас нужно искать выход, чтобы прервать эту дурную бесконечность. ""Все это может закончиться большой кровью. Думаем, вы понимаете это не хуже нас!""";Сейчас нужно искать выход, чтобы прервать эту дурную бесконечность .;entailment;d7b7f11ee70264bf8fd0d5dc7815d6ad
"Там отмечается, что сейчас нужно искать выход, чтобы прервать эту дурную бесконечность. ""Все это может закончиться большой кровью. Думаем, вы понимаете это не хуже нас!""";Сейчас нужно искать выход, чтобы прервать эту дурную бесконечность .;entailment;674f5164b02799cf5cfb00e0105606c0
"Там отмечается, что сейчас нужно искать выход, чтобы прервать эту дурную бесконечность. ""Все это может закончиться большой кровью. Думаем, вы понимаете это не хуже нас!""";Сейчас нужно искать выход, чтобы прервать эту дурную бесконечность .;entailment;9fb46072526d742d8536441e39f99e22
"Там отмечается, что сейчас нужно искать выход, чтобы прервать эту дурную бесконечность. ""Все это может закончиться большой кровью. Думаем, вы понимаете это не хуже нас!""";Сейчас нужно искать выход, чтобы прервать эту дурную бесконечность .;entailment;bb1e1a1f8892c95b36dfe9633e66786c
Сложившаяся практика исполнения закона о бюджете, когда поправки вносятся как минимум два раза в год, дают основание говорить о недостаточно высоком качестве планирования в нашей стране, - сказал он.;Качество планирования в нашей стране недостаточно высокое.;entailment;b5fc09aa7697604562972d4112a38945
Сложившаяся практика исполнения закона о бюджете, когда поправки вносятся как минимум два раза в год, дают основание говорить о недостаточно высоком качестве планирования в нашей стране, - сказал он.;Качество планирования в нашей стране недостаточно высокое.;entailment;76a36534b1f4c81da585e993097b2504
Сложившаяся практика исполнения закона о бюджете, когда поправки вносятся как минимум два раза в год, дают основание говорить о недостаточно высоком качестве планирования в нашей стране, - сказал он.;Качество планирования в нашей стране недостаточно высокое.;neutral5;fb3d76ecac576533e3b048f13f967b2b
Тогда злоумышленник впал в ярость. Схватив нож и приставив лезвие к шее жертвы, он все же заставил мать принести деньги из комнаты бабушки. На основании доказательств, представленных районной прокуратурой, суд признал мужчину виновным в разбое с применением предмета, использованного в качестве оружия, и приговорил к четырем годам колонии общего режима.;Мать принесла деньги из комнаты бабушки.;entailment;f59392294b4d63a5393ab0eeff1e89af
Тогда злоумышленник впал в ярость. Схватив нож и приставив лезвие к шее жертвы, он все же заставил мать принести деньги из комнаты бабушки. На основании доказательств, представленных районной прокуратурой, суд признал мужчину виновным в разбое с применением предмета, использованного в качестве оружия, и приговорил к четырем годам колонии общего режима.;Мать принесла деньги из комнаты бабушки.;entailment;a0bede4f906e8dd0f90cde93d1c0bfe5
Тогда злоумышленник впал в ярость. Схватив нож и приставив лезвие к шее жертвы, он все же заставил мать принести деньги из комнаты бабушки. На основании доказательств, представленных районной прокуратурой, суд признал мужчину виновным в разбое с применением предмета, использованного в качестве оружия, и приговорил к четырем годам колонии общего режима.;Мать принесла деньги из комнаты бабушки.;entailment;240d5b7897f98c119cd892e34295587e
Если у властей есть информация, что это может случиться, то следует принять меры и предотвратить преступление, предлагают они.;Меры приняты и преступление предотвращено.;contradiction;cb7b5bb84a6b8cba47f9b3b817c11241
Если у властей есть информация, что это может случиться, то следует принять меры и предотвратить преступление, предлагают они.;Меры приняты и преступление предотвращено.;neutral;240d5b7897f98c119cd892e34295587e
Если у властей есть информация, что это может случиться, то следует принять меры и предотвратить преступление, предлагают они.;Меры приняты и преступление предотвращено.;neutral;6415fe45808aca9f8c567755a84f4dee
Всё будет по моему желанию. Я могу гостить в его доме, сколько сочту нужным. Мы присмотримся друг к другу и поймём, стоит ли нам жить вместе.;Нам стоит жить вместе.;neutral;a18c6a7cb59c52ce91055d806ba6a854
Всё будет по моему желанию. Я могу гостить в его доме, сколько сочту нужным. Мы присмотримся друг к другу и поймём, стоит ли нам жить вместе.;Нам стоит жить вместе.;entailment;cbe9ec90c12e40eeda5d2ef72f15b80d
Всё будет по моему желанию. Я могу гостить в его доме, сколько сочту нужным. Мы присмотримся друг к другу и поймём, стоит ли нам жить вместе.;Нам стоит жить вместе.;contradiction;ade0fcc2eef78bbe42d146f81a07b812
— Надолго? — Надолго. Надеюсь, не навсегда, но и в этом не уверена.;Не навсегда, но и в этом не уверена.;neutral5;a7adc9e0a778f1ea4ab5037920ce5ef1
— Надолго? — Надолго. Надеюсь, не навсегда, но и в этом не уверена.;Не навсегда, но и в этом не уверена.;entailment;76d957e4b426b358a132127c5987a1dd
— Надолго? — Надолго. Надеюсь, не навсегда, но и в этом не уверена.;Не навсегда, но и в этом не уверена.;entailment;610129a767ab714d4520077cd16b11c3
Обслуживание восстановлено, - сказал сотрудник пресс-службы.;Обслуживание восстановлено.;entailment;471aac257ad1ec15563c73572b5b65c0
Обслуживание восстановлено, - сказал сотрудник пресс-службы.;Обслуживание восстановлено.;entailment;d81fdb8ebe2e98d18d7e334fea1884c1
Обслуживание восстановлено, - сказал сотрудник пресс-службы.;Обслуживание восстановлено.;entailment;4fdaed292a15ad97e14ad3d473ba481a
— А кто тебе сказал, что этот твой закон всегда выполняется?;Этот твой закон всегда выполняется.;entailment6;2cd15054b85d6058a7df461070e30011
— А кто тебе сказал, что этот твой закон всегда выполняется?;Этот твой закон всегда выполняется.;neutral;a7adc9e0a778f1ea4ab5037920ce5ef1
— А кто тебе сказал, что этот твой закон всегда выполняется?;Этот твой закон всегда выполняется.;contradiction;b37f6b8fffb315337d9c71137a04dba2
Особую осторожность следует проявлять при движении по загородным автодорогам.;По загородным автодорогам ездят осторожно.;neutral;f2ca3d107543223122d74437faf968dd
Особую осторожность следует проявлять при движении по загородным автодорогам.;По загородным автодорогам ездят осторожно.;contradiction2;a7adc9e0a778f1ea4ab5037920ce5ef1
Особую осторожность следует проявлять при движении по загородным автодорогам.;По загородным автодорогам ездят осторожно.;neutral;a18c6a7cb59c52ce91055d806ba6a854
Плохо, действительно плохо — и это не пройдет — было то, что со мной и теперь могло случиться нечто подобное, и не только случиться, но и ранить. Меня, который был уверен, что открыл мудрость бессмертия, меня, который был уверен, что панцирь этой мудрости делает человека недоступным для ударов жизни. Кто верил, что ничто не может его взволновать, потрясти, ничто его не поколеблет?;Ничто не может его взволновать, потрясти, ничто его не поколеблет.;neutral5;c8a693242d521a1129ff4ebde063f81d
Плохо, действительно плохо — и это не пройдет — было то, что со мной и теперь могло случиться нечто подобное, и не только случиться, но и ранить. Меня, который был уверен, что открыл мудрость бессмертия, меня, который был уверен, что панцирь этой мудрости делает человека недоступным для ударов жизни. Кто верил, что ничто не может его взволновать, потрясти, ничто его не поколеблет?;Ничто не может его взволновать, потрясти, ничто его не поколеблет.;contradiction;7f0c77d483979b8772adb60d909316a7
Плохо, действительно плохо — и это не пройдет — было то, что со мной и теперь могло случиться нечто подобное, и не только случиться, но и ранить. Меня, который был уверен, что открыл мудрость бессмертия, меня, который был уверен, что панцирь этой мудрости делает человека недоступным для ударов жизни. Кто верил, что ничто не может его взволновать, потрясти, ничто его не поколеблет?;Ничто не может его взволновать, потрясти, ничто его не поколеблет.;contradiction;ad39a4a5ff085d2162ec54c97c81b54c
Подозреваемый объясняет свой поступок алкогольным опьянением.;Причиной поступка подозреваемого было алкогольное опьянение.;entailment;aaa74637ea3b2603efaa6e875720665a
Подозреваемый объясняет свой поступок алкогольным опьянением.;Причиной поступка подозреваемого было алкогольное опьянение.;entailment;f59392294b4d63a5393ab0eeff1e89af
Подозреваемый объясняет свой поступок алкогольным опьянением.;Причиной поступка подозреваемого было алкогольное опьянение.;entailment;e559a13b39a8b47bbb826931114d99c2
Судя по тексту официального сообщения, ведомство обращается к любителям экстремальных «напитков».;Ведомство обращается к любителям экстремальных «напитков».;neutral;f2ca3d107543223122d74437faf968dd
Судя по тексту официального сообщения, ведомство обращается к любителям экстремальных «напитков».;Ведомство обращается к любителям экстремальных «напитков».;entailment;d64260fb7e136401f3376d1c5627a51a
Судя по тексту официального сообщения, ведомство обращается к любителям экстремальных «напитков».;Ведомство обращается к любителям экстремальных «напитков».;entailment;d81fdb8ebe2e98d18d7e334fea1884c1
"Не случайно их в тогдашнем мире считали уродами. Все по-настоящему новое выглядит в момент зарождения как уродство. Христианство первоначально возникло из искажений иудаизма; первые невзрачные млекопитающие казались уродами среди могучих рептилий.";Первые невзрачные млекопитающие - уроды среди могучих рептилий.;entailment;6c5dbdf7bb89f817bf104b66fead65ff
"Не случайно их в тогдашнем мире считали уродами. Все по-настоящему новое выглядит в момент зарождения как уродство. Христианство первоначально возникло из искажений иудаизма; первые невзрачные млекопитающие казались уродами среди могучих рептилий.";Первые невзрачные млекопитающие - уроды среди могучих рептилий.;entailment;7f0c77d483979b8772adb60d909316a7
"Не случайно их в тогдашнем мире считали уродами. Все по-настоящему новое выглядит в момент зарождения как уродство. Христианство первоначально возникло из искажений иудаизма; первые невзрачные млекопитающие казались уродами среди могучих рептилий.";Первые невзрачные млекопитающие - уроды среди могучих рептилий.;entailment;042b390301c4541213e9f53d33344da6
О том, что идут где-то бои, можно было догадываться, как обычно, потому, что шли бои местного значения, а танков разбивали очень много. Но мне все же непонятно — в чем смысл этого удара. Правда, “наши женщины рожают”, но следовало бы экономить русскую кровь.;Идут где-то бои.;neutral;f2ca3d107543223122d74437faf968dd
О том, что идут где-то бои, можно было догадываться, как обычно, потому, что шли бои местного значения, а танков разбивали очень много. Но мне все же непонятно — в чем смысл этого удара. Правда, “наши женщины рожают”, но следовало бы экономить русскую кровь.;Идут где-то бои.;neutral3;a7adc9e0a778f1ea4ab5037920ce5ef1
О том, что идут где-то бои, можно было догадываться, как обычно, потому, что шли бои местного значения, а танков разбивали очень много. Но мне все же непонятно — в чем смысл этого удара. Правда, “наши женщины рожают”, но следовало бы экономить русскую кровь.;Идут где-то бои.;entailment;a5b927d1310f92c8691b5574bb643827
Хотя я подозреваю, тут попахивало старческим маразмом. Вообще в последнее время я всё больше склоняюсь к мысли, что люди, заглядывающие в меня, руководствуются чувством, имеющим много общего со старческим маразмом бабушки. Но про юнцов этого не скажешь.;Люди, заглядывающие в меня, руководствуются чувством, имеющим много общего со старческим маразмом бабушки.;neutral;ac5e4b615219b2f3ca0ab7726f90ea3e
Хотя я подозреваю, тут попахивало старческим маразмом. Вообще в последнее время я всё больше склоняюсь к мысли, что люди, заглядывающие в меня, руководствуются чувством, имеющим много общего со старческим маразмом бабушки. Но про юнцов этого не скажешь.;Люди, заглядывающие в меня, руководствуются чувством, имеющим много общего со старческим маразмом бабушки.;neutral;419d565a6d581a53f6c405539c90f1ed
Хотя я подозреваю, тут попахивало старческим маразмом. Вообще в последнее время я всё больше склоняюсь к мысли, что люди, заглядывающие в меня, руководствуются чувством, имеющим много общего со старческим маразмом бабушки. Но про юнцов этого не скажешь.;Люди, заглядывающие в меня, руководствуются чувством, имеющим много общего со старческим маразмом бабушки.;entailment6;a742a8b924efa8d3af523adcb5254ec1
Удар был не очень сильным, но достаточным для того, чтобы обе машины получили повреждения. Водители сразу открыли двери и вышли. Судя по всему, с ними все нормально.;С водителями все нормально.;entailment;cbe9ec90c12e40eeda5d2ef72f15b80d
Удар был не очень сильным, но достаточным для того, чтобы обе машины получили повреждения. Водители сразу открыли двери и вышли. Судя по всему, с ними все нормально.;С водителями все нормально.;neutral;aaa74637ea3b2603efaa6e875720665a
Удар был не очень сильным, но достаточным для того, чтобы обе машины получили повреждения. Водители сразу открыли двери и вышли. Судя по всему, с ними все нормально.;С водителями все нормально.;entailment;3c3bdf6b300205a0633ad6add79df18c
А тебе так просто досталось, потому и не ценишь, не понимаешь. И они там, на границе, тоже не понимали. Я прошлым годом поехал, думаю, коли угодно Спасителю, чтоб я на его родину попал, то доведет меня.;Коли угодно Спасителю, чтоб я на его родину попал, то доведет меня.;entailment;87c752ca07226286d0cbbbb07d238f90
А тебе так просто досталось, потому и не ценишь, не понимаешь. И они там, на границе, тоже не понимали. Я прошлым годом поехал, думаю, коли угодно Спасителю, чтоб я на его родину попал, то доведет меня.;Коли угодно Спасителю, чтоб я на его родину попал, то доведет меня.;entailment;042b390301c4541213e9f53d33344da6
А тебе так просто досталось, потому и не ценишь, не понимаешь. И они там, на границе, тоже не понимали. Я прошлым годом поехал, думаю, коли угодно Спасителю, чтоб я на его родину попал, то доведет меня.;Коли угодно Спасителю, чтоб я на его родину попал, то доведет меня.;entailment;945debcd5d3295362243c001205ab849
По ней почему-то вились брошенные листы бумаги. Она по-прежнему была уверена, что никто не погибнет, но понимала, что, если тратить время попусту, можно и не успеть. Если Господь заботится о тебе, его внимание нужно ценить и не следует его без нужды испытывать.;Если тратить время попусту, можно и не успеть.;entailment6;2cd15054b85d6058a7df461070e30011
По ней почему-то вились брошенные листы бумаги. Она по-прежнему была уверена, что никто не погибнет, но понимала, что, если тратить время попусту, можно и не успеть. Если Господь заботится о тебе, его внимание нужно ценить и не следует его без нужды испытывать.;Если тратить время попусту, можно и не успеть.;neutral;f2ca3d107543223122d74437faf968dd
По ней почему-то вились брошенные листы бумаги. Она по-прежнему была уверена, что никто не погибнет, но понимала, что, если тратить время попусту, можно и не успеть. Если Господь заботится о тебе, его внимание нужно ценить и не следует его без нужды испытывать.;Если тратить время попусту, можно и не успеть.;entailment;e9e7310a9166d8262144b702a977a805
Честно говоря, я не верил, что “Знамя” напечатает эту рецензию. И про себя махнул рукой. Вообще я считаю, что отрицательные рецензии писать нужно только в крайнем случае.;Отрицательные рецензии писать нужно только в крайнем случае.;entailment;59dfaba25cb065dfe31b4fafe800b6ca
Честно говоря, я не верил, что “Знамя” напечатает эту рецензию. И про себя махнул рукой. Вообще я считаю, что отрицательные рецензии писать нужно только в крайнем случае.;Отрицательные рецензии писать нужно только в крайнем случае.;neutral5;f26163c21b3907c14b3ee9cdbba86ac0
Честно говоря, я не верил, что “Знамя” напечатает эту рецензию. И про себя махнул рукой. Вообще я считаю, что отрицательные рецензии писать нужно только в крайнем случае.;Отрицательные рецензии писать нужно только в крайнем случае.;neutral;f2ca3d107543223122d74437faf968dd
А вот кто ты такая... Я сильно сомневаюсь, что ты француженка, хотя и ветрена, как все французы. - А ну, где моя тряпка... - А что я такого сказал! Я только хотел сказать: а почему это я решил, что ты француженка?;Ты француженка.;neutral;f2ca3d107543223122d74437faf968dd
А вот кто ты такая... Я сильно сомневаюсь, что ты француженка, хотя и ветрена, как все французы. - А ну, где моя тряпка... - А что я такого сказал! Я только хотел сказать: а почему это я решил, что ты француженка?;Ты француженка.;neutral3;5757dc2fa9c51adc496a7053d28b4a1a
А вот кто ты такая... Я сильно сомневаюсь, что ты француженка, хотя и ветрена, как все французы. - А ну, где моя тряпка... - А что я такого сказал! Я только хотел сказать: а почему это я решил, что ты француженка?;Ты француженка.;contradiction;4fdaed292a15ad97e14ad3d473ba481a
А вот кто ты такая... Я сильно сомневаюсь, что ты француженка, хотя и ветрена, как все французы. - А ну, где моя тряпка... - А что я такого сказал! Я только хотел сказать: а почему это я решил, что ты француженка?;Ты француженка.;neutral;446e9661fb63037b3432e9e7adce027f
А вот кто ты такая... Я сильно сомневаюсь, что ты француженка, хотя и ветрена, как все французы. - А ну, где моя тряпка... - А что я такого сказал! Я только хотел сказать: а почему это я решил, что ты француженка?;Ты француженка.;neutral;1961509830f2b997ad074828d21cb742
А вот кто ты такая... Я сильно сомневаюсь, что ты француженка, хотя и ветрена, как все французы. - А ну, где моя тряпка... - А что я такого сказал! Я только хотел сказать: а почему это я решил, что ты француженка?;Ты француженка.;entailment;f59392294b4d63a5393ab0eeff1e89af
Городские власти накануне обсудили первоочередные задачи подготовки к весеннему половодью.;Городские власти готовятся к весеннему половодью.;entailment;3c3bdf6b300205a0633ad6add79df18c
Городские власти накануне обсудили первоочередные задачи подготовки к весеннему половодью.;Городские власти готовятся к весеннему половодью.;entailment;f59392294b4d63a5393ab0eeff1e89af
Городские власти накануне обсудили первоочередные задачи подготовки к весеннему половодью.;Городские власти готовятся к весеннему половодью.;entailment;610129a767ab714d4520077cd16b11c3
Сначала приставы вынесли запрет регистрационных действий в отношении автомобиля. Но это не подействовало. Должник и не думал появляться в их отделе.;Должник появился в отделе у приставов.;contradiction;8851ebf0bed959fbf9f395b12baf8125
Сначала приставы вынесли запрет регистрационных действий в отношении автомобиля. Но это не подействовало. Должник и не думал появляться в их отделе.;Должник появился в отделе у приставов.;contradiction;d81fdb8ebe2e98d18d7e334fea1884c1
Сначала приставы вынесли запрет регистрационных действий в отношении автомобиля. Но это не подействовало. Должник и не думал появляться в их отделе.;Должник появился в отделе у приставов.;contradiction;5afa9b9f580b09dec258ee881199d04a
"По его словам, по мере укрепления партийных структур, ""возможно, мы перейдем на смешанную избирательную систему, предполагающую выборы по партийным спискам"". ""Меньше будут показывать пальцем на одного президента"", - считает он. Президент признает необходимость наличия реальных политических структур в стране как условия модернизации всей политической системы.";В стране необходимо наличие реальных политических структур как условие модернизации всей политической системы.;entailment;fdce2ef640b59c0a3cc21bcb93a8b150
"По его словам, по мере укрепления партийных структур, ""возможно, мы перейдем на смешанную избирательную систему, предполагающую выборы по партийным спискам"". ""Меньше будут показывать пальцем на одного президента"", - считает он. Президент признает необходимость наличия реальных политических структур в стране как условия модернизации всей политической системы.";В стране необходимо наличие реальных политических структур как условие модернизации всей политической системы.;contradiction;09fba5ebcfd8f9f17f00077254a8b10d
"По его словам, по мере укрепления партийных структур, ""возможно, мы перейдем на смешанную избирательную систему, предполагающую выборы по партийным спискам"". ""Меньше будут показывать пальцем на одного президента"", - считает он. Президент признает необходимость наличия реальных политических структур в стране как условия модернизации всей политической системы.";В стране необходимо наличие реальных политических структур как условие модернизации всей политической системы.;entailment;db5f37481eedd481bb37888683959486
“Откуда это у людей? — думал он. — Неужели они действительно считают, что таким образом можно разбогатеть?;Таким образом можно разбогатеть.;neutral5;3dccb1496b77c7f7fced222a0c4ef9dd
“Откуда это у людей? — думал он. — Неужели они действительно считают, что таким образом можно разбогатеть?;Таким образом можно разбогатеть.;entailment;945debcd5d3295362243c001205ab849
“Откуда это у людей? — думал он. — Неужели они действительно считают, что таким образом можно разбогатеть?;Таким образом можно разбогатеть.;contradiction;2368c50663f3003a4ee1bd82b8027608
В ходе разговора с хозяйкой женщина предложила провести обряд по снятию порчи. Для положительного исхода необходимо было сложить в одном месте все имеющиеся в доме денежные средства, что хозяйка квартиры и сделала. После чего подозреваемая, воспользовавшись тем, что за ее действиями никто не наблюдает, похитила деньги и скрылась с места преступления.;За действиями подозреваемой никто не наблюдал.;entailment6;2cd15054b85d6058a7df461070e30011
В ходе разговора с хозяйкой женщина предложила провести обряд по снятию порчи. Для положительного исхода необходимо было сложить в одном месте все имеющиеся в доме денежные средства, что хозяйка квартиры и сделала. После чего подозреваемая, воспользовавшись тем, что за ее действиями никто не наблюдает, похитила деньги и скрылась с места преступления.;За действиями подозреваемой никто не наблюдал.;entailment;f59392294b4d63a5393ab0eeff1e89af
В ходе разговора с хозяйкой женщина предложила провести обряд по снятию порчи. Для положительного исхода необходимо было сложить в одном месте все имеющиеся в доме денежные средства, что хозяйка квартиры и сделала. После чего подозреваемая, воспользовавшись тем, что за ее действиями никто не наблюдает, похитила деньги и скрылась с места преступления.;За действиями подозреваемой никто не наблюдал.;entailment;761a8468d3906dbd9538fea9cd853bb7
- В область приходит, как сейчас принято говорить, «инвестор».;В область пришёл инвестор.;neutral;f2ca3d107543223122d74437faf968dd
- В область приходит, как сейчас принято говорить, «инвестор».;В область пришёл инвестор.;entailment;a5b927d1310f92c8691b5574bb643827
- В область приходит, как сейчас принято говорить, «инвестор».;В область пришёл инвестор.;entailment;338188edfa8fa5340e4154d9f8a6b51b
Родился дачником — так им и помрешь. Образование высшее, соображение среднее! Может быть, кто-то посмеется, но мне показалось в эту минуту, что старик был по-своему даже рад этому приключению.;Старик был по-своему даже рад этому приключению.;neutral;728430233c512dee0c294b29e4cf5e4e
Родился дачником — так им и помрешь. Образование высшее, соображение среднее! Может быть, кто-то посмеется, но мне показалось в эту минуту, что старик был по-своему даже рад этому приключению.;Старик был по-своему даже рад этому приключению.;entailment;76a36534b1f4c81da585e993097b2504
Родился дачником — так им и помрешь. Образование высшее, соображение среднее! Может быть, кто-то посмеется, но мне показалось в эту минуту, что старик был по-своему даже рад этому приключению.;Старик был по-своему даже рад этому приключению.;entailment;a35ac95d49dba61ac6be21a837632e7d
Переговоры будут непростыми, мы идем на эти переговоры честно и искренне, - сказал он на заседании кабинета министров.;Они идут на эти переговоры честно и искренне.;entailment;4d1f320ec9fccb9e1d4876f135f6ec26
Переговоры будут непростыми, мы идем на эти переговоры честно и искренне, - сказал он на заседании кабинета министров.;Они идут на эти переговоры честно и искренне.;entailment;d64d615ec3c9de9ae0c2ca46b91a8fd5
Переговоры будут непростыми, мы идем на эти переговоры честно и искренне, - сказал он на заседании кабинета министров.;Они идут на эти переговоры честно и искренне.;neutral;f2ca3d107543223122d74437faf968dd
Переговоры будут непростыми, мы идем на эти переговоры честно и искренне, - сказал он на заседании кабинета министров.;Они идут на эти переговоры честно и искренне.;neutral;949fc2a9f4c88e411c28280cdb3b8649
Переговоры будут непростыми, мы идем на эти переговоры честно и искренне, - сказал он на заседании кабинета министров.;Они идут на эти переговоры честно и искренне.;entailment6;f7379116702fdc6d1736296516a40609
